PART_NO,PART_DESC,PR CODE,SELLING PRICE
52DH0535,COVER SIDE RH WITH MESH MIDNIGHT BLACK,2W,"  3,230 "
52DH0541,TANK FLAP ASSY LH UG4 C WINE RED,2W,"  2,100 "
52DH0542,TANK FLAP ASSY RH UG4 C WINE RED,2W,"  1,940 "
52DH0547,TANK FLAP ASSY LH K1 UG4 MIDNIGHT BLACK,2W,"  2,020 "
52DH0548,TANK FLAP ASSY RH K1 UG4 MIDNIGHT BLACK,2W,"  1,970 "
52DH0624,ASSY COVER LH BLK PULSAR K1 FLOWER TYPE,2W,"  4,200 "
52DH0673,SIDE COVR LH BLACK PANITED WTH RED DECAL,2W,"  3,010 "
52DH0674,SIDE COVR RH BLACK PANITED WTH RED DECAL,2W,"  2,870 "
52DH0682,FAIRING C W RED COLORED WITH  RED DECAL,2W,"  5,400 "
52DH0683,"FAIRING PL BLUE COLORED WITH  BLUE DECAL
",2W,"  4,200 "
52DH0686,COVER LH ASSLY COMP MOONLIGHT K1 K2 K3S,2W,"  5,160 "
52DH0695,COVER LHRR MOONLIGHT K1,2W,"  3,710 "
52DH0767,KIT LEG GUARD (PULSAR 150),2W,"  2,420 "
52DH0810,FAIRING BLACK WITHPLATINUM SILVER DECAL,2W,"  4,190 "
52DH0811,K1 FLAP LH  BLACK WITH SAFFIRE BLUE DECA,2W,"  1,920 "
52DH0812,K1 FLAP RH  BLACK WITH SAFFIRE BLUE DECA,2W,"  1,880 "
52DH0813,K1 FLAP LH BLACK WITH PLATINUM SILVER DE,2W,  810 
52DH0814,K1 FLAP RH BLACK WITH PLATINUM SILVER DE,2W,  810 
52DH0815,K1 FLAP LH BLACK WITH WINE RED DECAL,2W,"  2,090 "
52DH0816,K1 FLAP RH BLACK WITH WINE RED DECAL,2W,"  2,060 "
52DH0820,FRONT FENDER ASSLY SAFFIRE BLUE,2W,"  5,150 "
52DH0821,FRONT FENDER ASSLY PLATINUM SILVER,2W,"  1,950 "
52DH0822,FRONT FENDER ASSLY WINE RED,2W,"  5,040 "
52DH0823,COVER SIDE LH WITH MESH PLATINUM SILVER,2W,"  1,310 "
52DH0824,COVER SIDE RH WITH MESH PLATINUM SILVER,2W,"  3,160 "
52DH0843,TANK FUAL K1  MN BLACK+PL SILVER DCL,2W,"  32,940 "
52DH0844,"TANK FUEL MN BLACK + PLATINUM SILVER DECAL
",2W,"  10,990 "
52DH0846,FRONT FENDER ASSLY EBONY BLACK,2W,"  5,990 "
52DH0879,TANK F ASSLY LH BLACK DECAL,2W,"  3,370 "
52DH0880,TANK F ASSLY RH BLACK DECAL,2W,"  3,270 "
52DH1317,SF FOR ASSLY MAGNETO COVER DH102058_BS4,2W,"  4,510 "
52DH1318,COVER CLUTCH ASSLY - MATT SLATE GRAY PUL,2W,"  8,820 "
52DH1320,TANK WITH DECAL KHI EB BLK (P150 UG+BS4),2W,"  30,000 "
52DH1321,TANK WITH DECAL ROYAL BLUE (150 UG+BS4),2W,"  29,250 "
52DH1322,TANK FLAP LH KHI EB BL WH DECL P150 UG,2W,"  2,130 "
52DH1323,TANK FLAP LH WH RO BLUE DECL P150 UG+BS4,2W,"  1,270 "
52DH1324,TANK FLAP RH WH EB BLCK DECL P150 UG+BS4,2W,"  2,360 "
52DH1325,TANK FLAP RH WH RO BLUE DECL P150 UG+BS4,2W,"  1,240 "
52DH1335,FAIRING WITH KHI EB BLK DECAL P150 UG,2W,"  4,610 "
52DH1336,FAIRING WITH ROYAL BLUE DECAL P150 UG,2W,"  5,010 "
52DH1355,FUEL TANK WITH DECAL KHI EB BLK P150 UG,2W,"  32,920 "
52DH1357,SEAT CWL W DKL KHI EB BLK P150 UG+BS4,2W,"  8,210 "
52DH1358,SEAT CWL W DKL RYL BLUE P150 UG+BS4,2W,"  8,390 "
52DH1361,FUEL TANK WITH DECAL ROYAL BLUE P150 UG,2W,"  15,420 "
52DH1363,FUEL TANK WH DKL FL RED P150 UG+BSIV,2W,"  30,260 "
52DH1364,TNK FLP LH ASY W DKL FL RED P150 UG+BSIV,2W,"  2,680 "
52DH1365,TNK FLP RH ASY W DKL FL RED P150 UG+BSIV,2W,"  2,690 "
52DH1366,"SEAT COWL WH DKL FL. RED P150 UG+BSIV
SEAT COWL WH DKL FL. RED P150 UG+BSIV
SEAT COWL WH DKL FL. R",2W,"  3,850 "
52DH1368,SDE CVR LH ASY W DKL FL RED P150 UG+BSIV,2W,"  3,430 "
52DH1369,SDE CVR RH ASY W DKL FL RED P150 UG+BSIV,2W,"  1,690 "
52DH1370,FAIRING WH FL. RED DKL P150 UG+BSIV,2W,"  4,510 "
52DH1375,FUEL TANK WITH DECAL FLAME RED (P150 UG),2W,"  13,030 "
52DH1412,COVER RR LH SLATE MATTE GRAY P150 UG+BS4,2W,"  3,050 "
52DH1521,FUEL TANK WH DCL KHI EBY.BLK P150 UG-BS4,2W,"  22,020 "
52DH1523,TANK FLAP LH ASLY DL KH.EB. BLKP150UGBS4,2W,"  2,070 "
52DH1525,TANK.FLAP.RH ASLY.DCL KH.EB.BLP150UG-BS4,2W,"  2,120 "
52DH1527,SI.CVR LH ASLY  DCL KH.EB.BL P150 UG+BS4,2W,"  3,390 "
52DH1528,SI.CVR LH ASLY DCLROYAL BLUE P150 UG+BS4,2W,"  3,400 "
52DH1529,SI.CVR RH WH DCL KHI EB.BLK P150 UG+BS4,2W,"  3,460 "
52DH1530,SI.CVR RH WH DCL ROYAL BLUE P150 UG+BS4,2W,"  3,400 "
52DH1531,FAIRING WITH KHI EB.BLK DCL P-150 UG+BS4,2W,"  5,300 "
52DH1532,FAIRING WITH RYL BLUE DCL (P 150 UG+BS4),2W,"  4,930 "
52DH1535,SEAT COWL WITH DCL KHI EB.BLK P150UG+BS4,2W,"  9,730 "
52DH1536,SEAT COWL WITH DCL RYL BLUE P150 UG+BS4,2W,"  4,780 "
52DH1628,"FUEL TANK WITH DECAL KHI EB.BLACK (P150
",2W,"  28,330 "
52DH1652,FAIRING WITH SAFFIRE BLUE DECAL(P150 BS4,2W,"  4,360 "
52DH1654,SEAT COWL WITH DECALSAFFIRE BLUE (P150UG,2W,"  8,800 "
52DH1660,SD CVR LH ASY WH DKL C.WINE RED P150,2W,"  3,340 "
52DH1661,SD CVR RH ASY WH DKL C.WINE RED P150,2W,"  1,420 "
52DH1662,SD CVR RH ASY WH DKL C.WINE RED P150,2W,"  4,840 "
52DH1664,SEAT COWL WITH DECALC.WINE RED (P 150 UG,2W,"  10,190 "
52DH1667,TANK FLAP LH ASY WH DKL C.WINE RED P150,2W,"  2,200 "
52DH1668,TANK FLAP RH ASY WH DKL C.WINE RED P150,2W,"  2,180 "
52DH1686,Fuel Tank -  Saffire Blue,2W,"  17,050 "
52DH1687,FUEL TANK WITH DECAL C. WINE RED (P150UG,2W,"  33,830 "
52DH1688,FUEL TANK WITH DECAL KHI EB.BLACK (ALT DH71034M),2W,"  28,740 "
52DH1876,TANK FLAP LH ASSLY WH DKL KHI EB BLK K1R,2W,"  3,020 "
52DH1877,Tank Flap Rh Assly Wh Dkl Khi Eb Blk,2W,"  2,790 "
52DH1883,SEAT COWL WH DECAL KHI EB. BLK K1R,2W,"  5,750 "
52DH1885,SIDE CVR LH ASSLY WH DKL KHI EB. BLK K1R,2W,"  2,660 "
52DH1886,SIDE CVR RH ASSLY WH DKL KHI EB. BLK K1R,2W,"  3,980 "
52DH2001,FRONT FENDER ASSLY KHI EB.BLK CHROM K1R,2W,"  5,470 "
52DH2003,TANK FLAP LH ASY DCL KHI EB.BLK CHRM K1R,2W,"  2,330 "
52DH2004,TANK FLAP RH ASY DCL KHI EB.BLK CHRM K1R,2W,"  2,330 "
52DH2009,FRONT FENDER ASSLY KHI EB.BLACK RED (K1R,2W,"  4,680 "
52DH2010,TANK FLAP LH ASY DCL KHI EB.BLK RED K1R,2W,"  3,100 "
52DH2011,TANK FLAP RH ASY DCL KHI EB.BLK RED K1R,2W,"  2,850 "
52DH2014,SEAT COWL WH DCL KHI EBONY BLACK RED(K1R,2W,"  9,600 "
52DH2136,FUEL TANK  EBY BLK WITH RED DECAL- PULSAR TWIN DISK,2W,"  31,000 "
52DH2137,Fuel Tank -BLACK WITH BLUE DECAL-PULSAR 150 TWIN DISK,2W,"  30,050 "
52DH2389,SIDE COVER LH ASY PASION RED(P150 CLASIC,2W,"  3,000 "
52DH2390,SIDE COVER RH ASY PASION RED(P150 CLASIC,2W,"  3,000 "
52DH2392,SEAT COWL WH DKL PASION RED(P_150 CLASIC,2W,"  7,000 "
52DH2397,SEAT ASSLY PASSION RED (P_150 CLASSIC),2W,"  9,990 "
52DH2398,SIDE COVER LH ASY LIME GREEN (PULSAR 150 -NEON),2W,"  2,660 "
52DH2399,SIDE COVER RH ASY LIME GREEN(PULSAR 150 NEON),2W,"  2,660 "
52DH2401,SEAT COWL WITH  DECAL LIME GREEN (PULSAR _150  NEON ),2W,"  6,640 "
52DH2405,GRAB HANDLE ASY SATIN LIME GREEN,2W,"  1,950 "
52DH2406,SEAT ASSLY LIME GREEN (P_150 CLASSIC),2W,"  8,500 "
52DH2448,SIDE COVER RH ASY PLA.SILVER(P150 CLASIC,2W,"  2,910 "
52DH2450,SEAT COWL WITH DKL PLA .SILVER( PULSAR 150 NEON),2W,"  7,310 "
52DH2499,SEAT COWL K1R EBONY BLK CLIP NUT + DCL,2W,"  6,990 "
52DH2586,SEAT COWL K1R ABS  EB BLACK + BLUE DECAL,2W,"  5,850 "
52DH2616,BELLY PAN  EBONY BLACK LH +RED  DECAL,2W,"  2,890 "
52DH2617,BELLY PAN  EBONY BLACK RH +RED  DECAL,2W,"  2,920 "
52DH2620,BELLY PAN  EBONY BLACK LH +CHROME DECAL,2W,"  2,890 "
52DH2621,BELLY PAN  EBONY BLACK  RH +CHROME DECAL,2W,"  2,870 "
52DH2651,K1 TANK CHARCOAL BLK+3D LIMEGREEN DECAL,2W,"  27,000 "
52DH2704,K1 TANK EB.BLACK + 3D PASSION RED DECAL,2W,"  29,000 "
52DH2705,K1 TANK EB.BLACK+3D PLAT. SILVER DECAL,2W,"  29,000 "
52DJ0133,GUARD - LEG A/W,2W,"  4,800 "
52DJ0139,KIT - CHAIN CASE [BLACK],2W,"  3,310 "
52DJ0166,CHAIN CASE ASSLY BLACK,2W,"  3,740 "
52DJ0357,TANK FLAP ASSY LH K2 UG4 C WINE  RED,2W,"  2,440 "
52DJ0358,TANK FLAP ASSY RH K2 UG4 C WINE  RED,2W,"  2,560 "
52DJ0363,TANK FLAP ASSY LH K2 UG4 MIDNIGHT BLACK,2W,"  2,120 "
52DJ0364,TANK FLAP ASSY RH K2 UG4 MIDNIGHT BLACK,2W,"  2,180 "
52DJ0390,CLUTCH COVER WITH TAPPER PLUG DJ,2W,"  4,900 "
52DJ0449,FUEL PIPE JC141028 WITH CLAMP,2W,  125 
52DJ0517,FAIRING BLACK WITH SAFFIRE BLUE DECAL,2W,"  4,250 "
52DJ0518,FAIRING BLACK WITH METTALIC WHITE DECAL,2W,"  4,210 "
52DJ0519,FAIRING BLACK WITH WINE RED DECAL,2W,"  4,590 "
52DJ0520,FRONT FENDER ASSLY SAFFIRE BLUE,2W,"  3,750 "
52DJ0521,FRONT FENDER ASSLY METTALIC WHITE,2W,"  5,740 "
52DJ0522,FRONT FENDER ASSLY WINE RED,2W,"  2,640 "
52DJ0523,K2 FLAP LH  BLACK WITH SAFFIRE BLUE DECAL,2W,"  1,920 "
52DJ0524,K2 FLAP RH  BLACK WITH SAFFIRE BLUE DECAL,2W,"  2,060 "
52DJ0525,K2 FLAP LH BLACK WITH METTALIC WHITE DECAL,2W,"  1,800 "
52DJ0526,K2 FLAP RH BLACK WITH METTALIC WHITE DECAL,2W,"  1,700 "
52DJ0527,K2 FLAP LH BLACK WITH WINE RED DECAL,2W,"  1,880 "
52DJ0528,K2 FLAP RH BLACK WITH WINE RED DECAL,2W,"  1,930 "
52DJ0531,SEAT COWL ASLY WITH T LAMP WINE RED,2W,"  7,745 "
52DJ0532,COVER SIDE LH WITH MESH SAFFIRE BLUE,2W,"  3,860 "
52DJ0533,COVER SIDE RH WITH MESH SAFFIRE BLUE,2W,"  3,730 "
52DJ0534,COVER SIDE LH WITH MESH METTALIC WHITE,2W,"  3,650 "
52DJ0535,COVER SIDE RH WITH MESH METTALIC WHITE,2W,"  4,010 "
52DJ0536,COVER SIDE LH WITH MESH WINE RED,2W,"  3,160 "
52DJ0537,COVER SIDE RH WITH MESH WINE RED,2W,"  3,230 "
52DJ0545,TANK FUAL K1/K2  MN BLACK+CW RED DCL,2W,"  31,600 "
52DJ0546,TANK FUAL K1/K2  MN BLACK+SAF BLUE DCL,2W,"  23,280 "
52DJ0547,TANK FUAL K2  MN BLACK+MET WHITE DCL,2W,"  11,700 "
52DJ0555,"TANK FUEL MN BLACK + COCKTAIL WINE RED DECAL

TANK FUEL MN BLACK + COCKTAIL WINE RED DECAL
TANK F",2W,"  34,410 "
52DJ0556,"TANK FUEL MN BLACK + SAFFIRE BLUE DECAL
",2W,"  38,050 "
52DJ0557,"TANK FUAL K2  EBONY BLACK+MET WHITE DCL
",2W,"  21,760 "
52DJ0562,COVER SIDE LH WITH MESH EBONY BLACK,2W,"  2,620 "
52DJ0563,COVER SIDE RH WITH MESH EBONY BLACK,2W,"  2,780 "
52DJ0565,FRONT FENDER ASSLY EBONY BLACK,2W,"  5,780 "
52DJ0566,FAIRING K1 E BLACK,2W,"  6,370 "
52DJ0569,"TANK FUAL K2 UP EBONY BLACK.
TANK FUAL K2 UP EBONY BLACK.",2W,"  21,190 "
52DJ0625,TANK FUEL K1/K2 EB BLK + CHROME DECAL,2W,"  35,180 "
52DJ0723,FUEL TANK BSIV ebony black WITH 3DDECAL,2W,"  29,430 "
52DJ0904,FAIRING K2 EBONY BLACK WITH DECAL,2W,"  5,350 "
52DJ0905,FLAP LH K2 EBONY BLACK WITH DECAL,2W,"  2,640 "
52DJ0906,"FLAP RH K2 EBONY BLACK WITH DECAL
FLAP RH K2 EBONY BLACK WITH DECAL",2W,"  2,730 "
52DJ0909,Seat cowl K2 BSIV Ebony black with decal,2W,"  7,760 "
52DJ0910,K2 FUEL TANK BSIV EB BLK + DECAL + LACQU,2W,"  28,000 "
52DJ0942,FAIRING K2 ROYAL BLUE + DECAL,2W,"  4,950 "
52DJ0943,FLAP LH K2 ROYAL BLUE + DECAL,2W,"  1,410 "
52DJ0944,FLAP RH K2 ROYAL BLUE + DECAL,2W,"  1,510 "
52DJ0945,SEAT COWL K2 ROYAL BLUE + DECAL,2W,"  3,820 "
52DJ0951,ASSLY COVER SIDE LH K2/K3 EB BLK + MESH,2W,"  1,910 "
52DJ0952,ASSLY COVER SIDE RH K2/K3 EB BLK + MESH,2W,"  3,600 "
52DJ0956,ASSLY COVER SIDE LH K2/K3 RO BLUE+MESH##,2W,"  1,720 "
52DJ0957,ASSLY COVER SIDE RH K2/K3 RO  BLUE + MES,2W,"  4,250 "
52DJ0958,TANK FLAP ASSLY LH K2 RO  BLUE WITH DCAL,2W,"  2,010 "
52DJ0959,TANK FLAP ASSLY RH K2 RO  BLUE WITH DCAL,2W,"  2,010 "
52DJ0999,FLAP LH K2  FLAME RED WITH DECAL,2W,"  1,370 "
52DJ1000,FLAP RH K2 FLAME RED WITH DECAL,2W,"  1,370 "
52DJ1001,SEAT COWL K2  FLAME RED WITH DECAL,2W,"  3,660 "
52DJ1002,K2 FUEL TANK BSIV  FL RED WITH DECAL + L,2W,"  22,810 "
52DJ1013,"FRONT FENDER ASSLY K2 K3 FLAME RED
",2W,"  2,110 "
52DJ1038,FUEL TANK BSIV ROYAL BLUE WITH 3DDECAL,2W,"  17,290 "
52DJ1039,K2 FUEL TANK BSIV ROYAL BLUE + DECAL + L,2W,"  35,200 "
52DJ1040,K2 UG BS3 FUEL TANK EBONY BLK + DCAL + L,2W,"  22,880 "
52DJ1041,FUEL TANK WITH DECAL KHI EB BLK P150 UG,2W,"  30,410 "
52DJ1042,K2 BS3 FUEL TANK ROYAL BLUE + DCAL + LAC,2W,"  21,500 "
52DJ1044,K2 UG FUEL TANK BS3 FLAME RED + DCAL + L,2W,"  21,000 "
52DJ1074,SEAT COWL K2 EBONY BLACK + NEW DCAL,2W,"  9,120 "
52DJ1085,FLAP LH K2 EBONY BLACK + NEW DCAL,2W,"  2,680 "
52DJ1087,FLAP RH K2 EBONY BLACK + NEW DCAL,2W,"  2,540 "
52DJ1089,FLAP LH K2 ROYAL BLUE + NEW DCAL,2W,"  2,650 "
52DJ1091,FLAP RH K2  ROYAL BLUE + NEW DCAL,2W,"  1,480 "
52DJ1095,K2 FUEL TANK BS IV EB BLK + NEW DCAL,2W,"  27,300 "
52DJ1151,K2 FUEL TANK  PA RED+ CROME DECAL,2W,"  13,720 "
52DJ1183,K2 FLAP LH COCKTAIL WINE RED + DECAL,2W,"  2,000 "
52DJ1241,P 180  BS3 TANK  WINE RED +2D + 3D DCAL,2W,"  15,240 "
52DJ1298,K2 FUEL TANK BS IV EB BLK + 3D DCAL,2W,"  33,070 "
52DJ1444,TANK FLAP LH,2W,"  3,000 "
52DJ1445,TANK FLAP RH,2W,"  3,000 "
52DJ1446,K1R/K2/K3- BELLY PAN LH -KHI EB BLK+DCL,2W,"  2,070 "
52DJ1447,K1R/K2/K3- BELLY PAN RH -KHI EB BLK+DCL,2W,"  2,270 "
52DJ1449,K1R/K2/K3 FRNT FENDR EB BLACK + DECAL,2W,"  4,560 "
52DJ1454,ASLY CUBIC PRINTED SIDE CVR LH K1R/K2/K3,2W,"  5,200 "
52DJ1455,ASLY CUBIC PRINTED SIDE CVR RH K1R/K2/K3,2W,"  5,200 "
52DJ1498,FLAP LH K1R/K2 EBONY BLACK +BLUE DECAL,2W,"  2,990 "
52DJ1499,FLAP RH K1R/K2 EBONY BLACK + BLUE DECAL,2W,"  2,990 "
52DJ1500,K1R/K2/K3 BELY PAN LH KHI EB BLK+BLU DCL,2W,"  2,300 "
52DJ1501,K1R/K2/K3 ABS BELY PAN RH EB BK+BLU DCL,2W,"  2,300 "
52DJ1502,K1R/K2/K3 ABS FR FENDER EB BLK+BLU DCL,2W,"  4,560 "
52DJ1518,TNK  EB BK+BLU DCL+3D ( PULSAR 150 TWIN DISK BELLY PAN TYPE MODEL,2W,"  33,720 "
52DJ1551,TANK - BLACK WITH RED DECAL,2W,"  33,350 "
52DJ1617,K2 BS3 EBONY BLACK TANK +3 D DECAL,2W,"  28,070 "
52DK0144,FRAME FAIRING & OIL COOLER BKT AFTER ED,2W,"  7,750 "
52DK0167,STEP HOLDER LH (K3) SHEEN BLK PAINTED,2W,"  2,220 "
52DK0168,STEP HOLDER RH (K3) SHEEN BLK PAINTED,2W,"  4,140 "
52DK0172,ASSY COVER LH BLK PULSAR K3 BAJAJ FLOWER,2W,"  2,485 "
52DK0204,COVER RH ASSLY MOONLIGHT K3 F AND S,2W,"  8,000 "
52DK0334,ROTOR ASSEMBLY WITH STARTER CLUTCH AND S,2W,"  10,840 "
52DK0691,SF FOR ASSLY MAGNETO COVER DK101766_BS4,2W,"  4,190 "
52DM0086,COVER CHAIN(PAINT WH HR SILVER-DM101149),2W,"  1,360 "
52DM0159,CHAIN CASE U/L WITH PACKING BOXERS CKD,2W,"  3,350 "
52DM0368,ASSEMBLY GEAR SHIFT LEVER CT100B,2W,"  1,090 "
52DM8007,P TANK BOXER S AFT ED,2W,"  14,680 "
52DP0120,SF FOR COVER SEAT S/A USE FOR PAINT SHOP,2W,"  2,550 "
52DS0190,COVER REAR LH SUB-ASSEMBLY,2W,  710 
52DT0153,SILENCER CHAMBER,2W,"  12,690 "
52DT0173,FRONT FAIRING WITH DECAL P RED,2W,"  9,840 "
52DT0174,FRONT FAIRING WITH DECAL BRIGHT YELLOW,2W,"  10,460 "
52DT0195,K8 Front fairing with decal BLACK,2W,"  9,330 "
52DT0265,K8 Tank cover with decal Passion red,2W,"  9,250 "
52DT0266,Tank cover with decal  Bright Yellow,2W,"  10,450 "
52DT0268,Front fender ABS with decal Passion red,2W,"  8,640 "
52DT0269,Front fender ABS with decal Bright Yell,2W,"  10,570 "
52DT0270,K8 Front fender ABS with decal  Ebony B,2W,"  8,450 "
52DT0274,SIDE FAIRING RH WITH DECAL PASSION RED,2W,"  11,840 "
52DT0275,SIDE FAIRING RH WITH DECAL BRIGHT YELLO,2W,"  12,570 "
52DT0276,"K8 FAIRING RH DECAL EBONY
",2W,"  5,420 "
52DT0277,SIDE FAIRING LH WITH DECAL PASSION RED,2W,"  10,840 "
52DT0278,SIDE FAIRING LH WITH DECAL BRIGHT YELLOW,2W,"  13,260 "
52DT0279,K8 SIDE FAIRING LH WITH DECAL  EBONY BL,2W,"  10,850 "
52DT0280,SEAT COWL LH WITH DECAL PASSION RED,2W,"  3,010 "
52DT0281,SEAT COWL LH WITH DECAL BRIGHT YELLOW,2W,"  7,050 "
52DT0282,K8 SEAT COWL LH WITH DECAL  EBONY BLACK,2W,"  6,910 "
52DT0283,SEAT COWL RH WITH DECAL PASSION RED,2W,"  6,400 "
52DT0284,SEAT COWL RH WITH DECAL BRIGHT YELLOW,2W,"  7,570 "
52DT0285,K8 SEAT COWL RH WITH DECAL EBONY BLACK,2W,"  5,580 "
52DT0457,K8 SIDE FAIRING RH MET WH + RED DCAL,2W,"  6,050 "
52DT0458,K8 SIDE FAIRING LH MET WH + S BLUE DCAL#,2W,"  8,520 "
52DT0459,K8 SIDE FAIRING RH MET WH + S BLUE DCA,2W,"  14,310 "
52DT0460,K8 SIDE FAIRING LH PEWTGREY+BLK GREY DCA,2W,"  9,310 "
52DT0461,K8 SIDE FAI RH PEWTERGREY+BLK GREY DCAL,2W,"  12,290 "
52DT0463,K8 FR. FAIRING UG SAFFIRE BLUE + DCAL,2W,"  9,270 "
52DT0464,K8 FR. FAIRING MET BLK + DCAL,2W,"  10,280 "
52DT0465,K8 SIDE FAIRING FLAP LH + DCAL##,2W,"  1,950 "
52DT0466,K8 SIDE FAIRING FLAP RH + DCAL##,2W,"  1,880 "
52DT0469,K8 SEAT COWL LH MET WH + BLUE DCAL##,2W,"  4,600 "
52DT0470,K8 SEAT COWL RH MET WH + BLUE DCAL,2W,"  6,750 "
52DT0471,K8 SEAT COWL LH GLOASS PEWTER GREY+GREDC,2W,"  7,180 "
52DT0472,K8 SEAT COWL RH GLOASS PEWTER GREY + GRE,2W,"  6,270 "
52DT0477,"K8 TANK COVER TOP UG SAFIRE BUE +  DCAL
",2W,"  8,380 "
52DT0478,K8 TANK COVER TOP MET BLK +GREY  DCAL,2W,"  8,350 "
52DT0480,K8 FR. FENDER MET WH ABS + BLUE DCAL,2W,"  10,560 "
52DT0481,K8 FR. FENDER GLOSS PEWTER GREY ABS + GR,2W,"  7,950 "
52DT0501,"ASSLY STEP MAIN RH  SLATE GREY
",2W,  820 
52DT0503,"ASSLY STEP MAIN LH  SLATE GREY K8 BS4
",2W,  830 
52DU0071,SF FOR FENDER FRONT WITHOUT SURFACE TREA,2W,"  2,450 "
52DU0104,LEVER COMP. CHANGE SHAFT SUB ASSLY.,2W,"  1,420 "
52DU0156,COVER GEN.SUB ASSLY WITH RIVET HR,2W,"  2,300 "
52DU0197,ASSEMBLY CLUTCH COVER WITH PTFE BUSH(HR),2W,"  5,600 "
52DU0239,ASSEMBLY OHC (GRI-GRAY COLOUR),2W,  480 
52DU0240,ASSEMBLY PIPE INTAKE (GRI-GRAY COLOUR),2W,  520 
52DU0249,ASSEMBLY COVER GENERATOR (GRI-GRAY COL.),2W,"  2,380 "
52DU0289,ASSEMBLY FENDOR WITH BRACE (CT 100) JET BLACK,2W,"  5,050 "
52DU0290,ASSEMBLY FENDOR WITH BRACE (CT 100) FLAM RED - 52DD0357,2W,"  5,440 "
52DU0291,ASSEMBLY FENDOR WITH BRACE (CT100) STAR BLUE,2W,"  3,420 "
52DU0292,ASSEMBLY FENDOR WITH BRACE (CT100) HENA GREEN,2W,"  3,365 "
52DU0458,WHEEL ASLY FRONT W/O TYRE & TUBE CT-100,2W,"  7,200 "
52DU0459,WHEEL ASSLY REAR W/O TYRE & TUBE CT100,2W,"  7,200 "
52DU0555,SWING ARM(DU171018) WITH BUSH,2W,"  7,100 "
52DU0575,COWLING WITH DECAL - BLACK RED,2W,"  3,550 "
52DU0576,COWLING WITH DECAL - FLAME RED,2W,"  4,240 "
52DU0577,COWLING WITH DECAL - ELECTRON BLUE,2W,"  4,250 "
52DU0578,COWLING WITH DECAL - BLACK BLUE,2W,"  3,730 "
52DU0579,SEAT COWL WITH DECAL - BLACK RED,2W,"  5,880 "
52DU0580,SEAT COWL WITH DECAL - FLAME RED,2W,"  6,350 "
52DU0582,SEAT COWL WITH DECAL - BLACK BLUE,2W,"  5,700 "
52DU0583,SIDE COVER LH WITH DECAL - BLACK RED,2W,"  3,500 "
52DU0584,SIDE COVER LH WITH DECAL - FLAME RED,2W,"  2,960 "
52DU0586,SIDE COVER LH WITH DECAL - BLACK BLUE,2W,"  3,360 "
52DU0587,SIDE COVER RH WITH DECAL - BLACK RED,2W,"  3,700 "
52DU0588,SIDE COVER RH WITH DECAL - FLAME RED,2W,"  3,400 "
52DU0590,SIDE COVER RH WITH DECAL - BLACK BLUE,2W,"  3,600 "
52DU0591,FUEL TANK WITH DECAL - BLACK RED,2W,"  26,330 "
52DU0592,FUEL TANK WITH DECAL - FLAME RED,2W,"  22,500 "
52DU0593,FUEL TANK BILUE WITH BLUE DECAL,2W,"  19,810 "
52DU0594,FUEL TANK WITH DECAL - BLACK BLUE,2W,"  22,710 "
52DU0625,SEAT COWL BLACK BLUE WITH DECAL,2W,"  4,250 "
52DU0629,SIDE COVER LH BLACK BLUE WITH DECAL,2W,"  2,100 "
52DU0633,SIDE COVER RH BLACK BLUE WITH DECAL,2W,"  2,000 "
52DU0781,F. TANK EB BLK WITH BLK RED DKL CT100BS4,2W,"  23,000 "
52DU0782,F. TANK EB BLK WITH BLK BLU DKL CT100BS4,2W,"  24,930 "
52DU0848,FUEL TANK BLACK RED WH DECAL,2W,"  24,000 "
52DU0849,FUEL TANK BLACK BLUE WH DEKL CT100_BSIV,2W,"  24,000 "
52DU0922,FUEL TANK BLACK RED WITH DECAL(CT_100_ES,2W,"  22,800 "
52DU0923,FUEL TANK BLACK BLU WITH DECAL(CT_100_ES,2W,"  22,800 "
52DU0924,FUEL TANK FLAME RED WITH DECAL (CT100 ES),2W,"  23,500 "
52DU0926,SEAT COWL EBONY BLACK WH RED DKL CT100ES,2W,"  6,620 "
52DU0927,SIDE COVER LH EB. BLK WH RED DKL CT100ES,2W,"  2,860 "
52DU0928,SIDE COVER RH EB. BLK WH RED DKL CT100ES,2W,"  2,910 "
52DU0929,COWLING EBONY BLACK WITH RED DKL CT100ES,2W,"  3,140 "
52DU0931,SEAT COWL EBONY BLACK WH BL DKL CT100ES,2W,"  6,410 "
52DU0932,SIDE COVER LH EB. BLK WH BL DKL CT100ES,2W,"  2,920 "
52DU0933,SIDE COVER RH EB. BLK WH BL DKL CT100ES,2W,"  2,810 "
52DU0934,COWLING EBONY BLACK WITH BL DKL CT100ES,2W,"  3,460 "
52DU0939,COWLING FLAME RED WITH DECAL CT100ES,2W,"  3,400 "
52DU1082,SEAT COWL EBONY BLACK WH RED DECAL(CT_ES,2W,"  5,900 "
52DU1083,SEAT COWL EBONY BLACK WH BLUE DECAL(CTES,2W,"  5,900 "
52DU1085,SIDE COVER LH EB. BLK WH RED DKL (CT-ES,2W,"  2,950 "
52DU1086,SIDE COVER LH EB. BLK WH BL DKL (CT-ES,2W,"  2,950 "
52DU1088,SIDE COVER RH EB. BLK WH RED DKL CT100ES,2W,"  3,020 "
52DU1089,SIDE COVER RH EB. BLK WH BL DKL CT100ES,2W,"  3,200 "
