Barcode Nomenclature,Rules/Rule Name,Rules/Type,Rules/Alias,Rules/Barcode Pattern,Rules/Sequence
,DH101508,Alias,DH101508,DH101508-{N},1
,BF551620,Alias,BF551620,BF551620-{N},1
,BG551615,Alias,BG551615,BG551615-{N},1
,JZ181346,Alias,JZ181346,JZ181346-{N},1
,PA181301,Alias,PA181301,PA181301-{N},1
,JD113025,Alias,JD113025,JD113025-{N},1
,JF113007,Alias,JF113007,JF113007-{N},1
,AA111120,Alias,AA111120,AA111120-{N},1
,AA231126,Alias,AA231126,AA231126-{N},1
,DK161126,Alias,DK161126,DK161126-{N},1
,DP211009,Alias,DP211009,DP211009-{N},1
,DK211009,Alias,DK211009,DK211009-{N},1
,JZ191010,Alias,JZ191010,JZ191010-{N},1
,31171012,Alias,31171012,31171012-{N},1
,PA191010,Alias,PA191010,PA191010-{N},1
,DJ141008,Alias,DJ141008,DJ141008-{N},1
,DF181091,Alias,DF181091,DF181091-{N},1
,DF181092,Alias,DF181092,DF181092-{N},1
,JZ151079,Alias,JZ151079,JZ151079-{N},1
,JZ151078,Alias,JZ151078,JZ151078-{N},1
,JL181249,Alias,JL181249,JL181249-{N},1
,PF113046,Alias,PF113046,PF113046-{N},1
,PF113047,Alias,PF113047,PF113047-{N},1
,JH113203,Alias,JH113203,JH113203-{N},1
,36DS1402,Alias,36DS1402,36DS1402-{N},1
,JE541210,Alias,JE541210,JE541210-{N},1
,PA113061,Alias,PA113061,PA113061-{N},1
,30151076,Alias,30151076,30151076-{N},1
,JN171000,Alias,JN171000,JN171000-{N},1
,JW171017,Alias,JW171017,JW171017-{N},1
,PD181401,Alias,PD181401,PD181401-{N},1
,PF113028,Alias,PF113028,PF113028-{N},1
,JL171049,Alias,JL171049,JL171049-{N},1
,JD191006,Alias,JD191006,JD191006-{N},1
,BF601205,Alias,BF601205,BF601205-{N},1
,PA182201,Alias,PA182201,PA182201-{N},1
,JK191005,Alias,JK191005,JK191005-{N},1
,DS211007,Alias,DS211007,DS211007-{N},1
,DT191012,Alias,DT191012,DT191012-{N},1
,DK211007,Alias,DK211007,DK211007-{N},1
,JZ191011,Alias,JZ191011,JZ191011-{N},1
,JB591059,Alias,JB591059,JB591059-{N},1
,DH161155,Alias,DH161155,DH161155-{N},1
,JZ113042,Alias,JZ113042,JZ113042-{N},1
,JG591100,Alias,JG591100,JG591100-{N},1
,28101110,Alias,28101110,28101110-{N},1
,JL171024,Alias,JL171024,JL171024-{N},1
,30141026,Alias,30141026,30141026-{N},1
,JL171030,Alias,JL171030,JL171030-{N},1
,JL171031,Alias,JL171031,JL171031-{N},1
,JL171028,Alias,JL171028,JL171028-{N},1
,JL171029,Alias,JL171029,JL171029-{N},1
,JL171073,Alias,JL171073,JL171073-{N},1
,DK141017,Alias,DK141017,DK141017-{N},1
,JH171016,Alias,JH171016,JH171016-{N},1
,JV171001,Alias,JV171001,JV171001-{N},1
,DH101422,Alias,DH101422,DH101422-{N},1
,30101103,Alias,30101103,30101103-{N},1
,DP151027,Alias,DP151027,DP151027-{N},1
,DP161168,Alias,DP161168,DP161168-{N},1
,DP181041,Alias,DP181041,DP181041-{N},1
,DJ161090,Alias,DJ161090,DJ161090-{N},1
,DH101414,Alias,DH101414,DH101414-{N},1
,DF161413,Alias,DF161413,DF161413-{N},1
,52PD0154,Alias,52PD0154,52PD0154-{N},1
,52PD0155,Alias,52PD0155,52PD0155-{N},1
,JG181227,Alias,JG181227,JG181227-{N},1
,JP181240,Alias,JP181240,JP181240-{N},1
,JY181247,Alias,JY181247,JY181247-{N},1
,24161367,Alias,24161367,24161367-{N},1
,BB161123,Alias,BB161123,BB161123-{N},1
,BF402299,Alias,BF402299,BF402299-{N},1
,AA161305,Alias,AA161305,AA161305-{N},1
,AA161215,Alias,AA161215,AA161215-{N},1
,JC201040,Alias,JC201040,JC201040-{N},1
,JK351200,Alias,JK351200,JK351200-{N},1
,PA351200,Alias,PA351200,PA351200-{N},1
,DJ111092,Alias,DJ111092,DJ111092-{N},1
,DK111072,Alias,DK111072,DK111072-{N},1
,DK111073,Alias,DK111073,DK111073-{N},1
,JZ351205,Alias,JZ351205,JZ351205-{N},1
,JE351200,Alias,JE351200,JE351200-{N},1
,JL351200,Alias,JL351200,JL351200-{N},1
,JG402002,Alias,JG402002,JG402002-{N},1
,AP201021,Alias,AP201021,AP201021-{N},1
,DZ201038,Alias,DZ201038,DZ201038-{N},1
,JV401602,Alias,JV401602,JV401602-{N},1
,JW401600,Alias,JW401600,JW401600-{N},1
,JP401600,Alias,JP401600,JP401600-{N},1
,JV401600,Alias,JV401600,JV401600-{N},1
,DH201076,Alias,DH201076,DH201076-{N},1
,JN401600,Alias,JN401600,JN401600-{N},1
,DJ201184,Alias,DJ201184,DJ201184-{N},1
,DH201077,Alias,DH201077,DH201077-{N},1
,JB402000,Alias,JB402000,JB402000-{N},1
,JB402001,Alias,JB402001,JB402001-{N},1
,JZ402000,Alias,JZ402000,JZ402000-{N},1
,JW402001,Alias,JW402001,JW402001-{N},1
,JK402000,Alias,JK402000,JK402000-{N},1
,DI2W025,Alias,DI2W025,DI2W025-{N},1
,DI2W078,Alias,DI2W078,DI2W078-{N},1
,36DT0016,Alias,36DT0016,36DT0016-{N},1
,DJ101137,Alias,DJ101137,DJ101137-{N},1
,JK541214,Alias,JK541214,JK541214-{N},1
,DS101252,Alias,DS101252,DS101252-{N},1
,DS101253,Alias,DS101253,DS101253-{N},1
,DZ141029,Alias,DZ141029,DZ141029-{N},1
,DZ141030,Alias,DZ141030,DZ141030-{N},1
,DS181069,Alias,DS181069,DS181069-{N},1
,DJ181037,Alias,DJ181037,DJ181037-{N},1
,DU161210,Alias,DU161210,DU161210-{N},1
,DU161211,Alias,DU161211,DU161211-{N},1
,DU141072,Alias,DU141072,DU141072-{N},1
,JH233073,Alias,JH233073,JH233073-{N},1
,JH233066,Alias,JH233066,JH233066-{N},1
,PD233063,Alias,PD233063,PD233063-{N},1
,DH010387,Alias,DH010387,DH010387-{N},1
,DJ161416,Alias,DJ161416,DJ161416-{N},1
,PD233064,Alias,PD233064,PD233064-{N},1
,JH233019,Alias,JH233019,JH233019-{N},1
,JH233018,Alias,JH233018,JH233018-{N},1
,JZ233326,Alias,JZ233326,JZ233326-{N},1
,JZ233327,Alias,JZ233327,JZ233327-{N},1
,JZ233328,Alias,JZ233328,JZ233328-{N},1
,JZ233329,Alias,JZ233329,JZ233329-{N},1
,DZ101096,Alias,DZ101096,DZ101096-{N},1
,DZ101046,Alias,DZ101046,DZ101046-{N},1
,DU101188,Alias,DU101188,DU101188-{N},1
,JL233318,Alias,JL233318,JL233318-{N},1
,JL233153,Alias,JL233153,JL233153-{N},1
,PA233509,Alias,PA233509,PA233509-{N},1
,JL541223,Alias,JL541223,JL541223-{N},1
,JY233125,Alias,JY233125,JY233125-{N},1
,JP233102,Alias,JP233102,JP233102-{N},1
,JY233161,Alias,JY233161,JY233161-{N},1
,JU233074,Alias,JU233074,JU233074-{N},1
,JY233190,Alias,JY233190,JY233190-{N},1
,JU233081,Alias,JU233081,JU233081-{N},1
,JU233088,Alias,JU233088,JU233088-{N},1
,JY233126,Alias,JY233126,JY233126-{N},1
,JP233103,Alias,JP233103,JP233103-{N},1
,JU233075,Alias,JU233075,JU233075-{N},1
,JY233162,Alias,JY233162,JY233162-{N},1
,JY233191,Alias,JY233191,JY233191-{N},1
,JU233082,Alias,JU233082,JU233082-{N},1
,JU233089,Alias,JU233089,JU233089-{N},1
,JY233179,Alias,JY233179,JY233179-{N},1
,DU181086,Alias,DU181086,DU181086-{N},1
,JZ541215,Alias,JZ541215,JZ541215-{N},1
,JE541211,Alias,JE541211,JE541211-{N},1
,JA233000,Alias,JA233000,JA233000-{N},1
,JK541201,Alias,JK541201,JK541201-{N},1
,JC101040,Alias,JC101040,JC101040-{N},1
,DK101360,Alias,DK101360,DK101360-{N},1
,DK101738,Alias,DK101738,DK101738-{N},1
,DU161292,Alias,DU161292,DU161292-{N},1
,DU161286,Alias,DU161286,DU161286-{N},1
,JL233323,Alias,JL233323,JL233323-{N},1
,JH233071,Alias,JH233071,JH233071-{N},1
,PA233482,Alias,PA233482,PA233482-{N},1
,JH233064,Alias,JH233064,JH233064-{N},1
,JL233319,Alias,JL233319,JL233319-{N},1
,JH233078,Alias,JH233078,JH233078-{N},1
,PD233053,Alias,PD233053,PD233053-{N},1
,DU161293,Alias,DU161293,DU161293-{N},1
,DU161287,Alias,DU161287,DU161287-{N},1
,JH233072,Alias,JH233072,JH233072-{N},1
,PA233483,Alias,PA233483,PA233483-{N},1
,JH233065,Alias,JH233065,JH233065-{N},1
,PD233054,Alias,PD233054,PD233054-{N},1
,JY233186,Alias,JY233186,JY233186-{N},1
,JU233070,Alias,JU233070,JU233070-{N},1
,JU233077,Alias,JU233077,JU233077-{N},1
,JU233084,Alias,JU233084,JU233084-{N},1
,JY233194,Alias,JY233194,JY233194-{N},1
,JY233195,Alias,JY233195,JY233195-{N},1
,JY233197,Alias,JY233197,JY233197-{N},1
,JY233188,Alias,JY233188,JY233188-{N},1
,JY233189,Alias,JY233189,JY233189-{N},1
,JY233177,Alias,JY233177,JY233177-{N},1
,JU233071,Alias,JU233071,JU233071-{N},1
,JU233078,Alias,JU233078,JU233078-{N},1
,JU233085,Alias,JU233085,JU233085-{N},1
,DU181087,Alias,DU181087,DU181087-{N},1
,JF233099,Alias,JF233099,JF233099-{N},1
,JU233067,Alias,JU233067,JU233067-{N},1
,JP233094,Alias,JP233094,JP233094-{N},1
,JY233192,Alias,JY233192,JY233192-{N},1
,JU233068,Alias,JU233068,JU233068-{N},1
,JP233095,Alias,JP233095,JP233095-{N},1
,JY233193,Alias,JY233193,JY233193-{N},1
,STDJ161322,Alias,STDJ161322,STDJ161322-{N},1
,STDJ161323,Alias,STDJ161323,STDJ161323-{N},1
,DH010403,Alias,DH010403,DH010403-{N},1
,36DT0046,Alias,36DT0046,36DT0046-{N},1
,DH010381,Alias,DH010381,DH010381-{N},1
,JL233000,Alias,JL233000,JL233000-{N},1
,STJK0007,Alias,STJK0007,STJK0007-{N},1
,STJK0013,Alias,STJK0013,STJK0013-{N},1
,JY233157,Alias,JY233157,JY233157-{N},1
,JY233158,Alias,JY233158,JY233158-{N},1
,JY233137,Alias,JY233137,JY233137-{N},1
,JY233138,Alias,JY233138,JY233138-{N},1
,STJK0008,Alias,STJK0008,STJK0008-{N},1
,STJK0014,Alias,STJK0014,STJK0014-{N},1
,JY233155,Alias,JY233155,JY233155-{N},1
,JY233156,Alias,JY233156,JY233156-{N},1
,DH010130,Alias,DH010130,DH010130-{N},1
,DH010155,Alias,DH010155,DH010155-{N},1
,DH010131,Alias,DH010131,DH010131-{N},1
,DH010156,Alias,DH010156,DH010156-{N},1
,JP121048,Alias,JP121048,JP121048-{N},1
,PD233020,Alias,PD233020,PD233020-{N},1
,DI2W099,Alias,DI2W099,DI2W099-{N},1
,PA233084,Alias,PA233084,PA233084-{N},1
,JZ233213,Alias,JZ233213,JZ233213-{N},1
,JZ233201,Alias,JZ233201,JZ233201-{N},1
,PA233271,Alias,PA233271,PA233271-{N},1
,JH233014,Alias,JH233014,JH233014-{N},1
,PA233138,Alias,PA233138,PA233138-{N},1
,JZ233300,Alias,JZ233300,JZ233300-{N},1
,JH233021,Alias,JH233021,JH233021-{N},1
,JE541212,Alias,JE541212,JE541212-{N},1
,JU233072,Alias,JU233072,JU233072-{N},1
,JU233079,Alias,JU233079,JU233079-{N},1
,JU233086,Alias,JU233086,JU233086-{N},1
,JU233073,Alias,JU233073,JU233073-{N},1
,JU233080,Alias,JU233080,JU233080-{N},1
,JU233087,Alias,JU233087,JU233087-{N},1
,JY233083,Alias,JY233083,JY233083-{N},1
,JY233084,Alias,JY233084,JY233084-{N},1
,JD233081,Alias,JD233081,JD233081-{N},1
,JD233082,Alias,JD233082,JD233082-{N},1
,JD233083,Alias,JD233083,JD233083-{N},1
,JD233084,Alias,JD233084,JD233084-{N},1
,JD233079,Alias,JD233079,JD233079-{N},1
,JD233080,Alias,JD233080,JD233080-{N},1
,JD233085,Alias,JD233085,JD233085-{N},1
,JD233086,Alias,JD233086,JD233086-{N},1
,JD233077,Alias,JD233077,JD233077-{N},1
,JD233078,Alias,JD233078,JD233078-{N},1
,JD233075,Alias,JD233075,JD233075-{N},1
,JD233076,Alias,JD233076,JD233076-{N},1
,GF161173,Alias,GF161173,GF161173-{N},1
,DH161326,Alias,DH161326,DH161326-{N},1
,DH161329,Alias,DH161329,DH161329-{N},1
,DH161363,Alias,DH161363,DH161363-{N},1
,DJ161295,Alias,DJ161295,DJ161295-{N},1
,DJ161298,Alias,DJ161298,DJ161298-{N},1
,DJ161305,Alias,DJ161305,DJ161305-{N},1
,DJ161307,Alias,DJ161307,DJ161307-{N},1
,DJ161304,Alias,DJ161304,DJ161304-{N},1
,DK161225,Alias,DK161225,DK161225-{N},1
,DK161226,Alias,DK161226,DK161226-{N},1
,DK161255,Alias,DK161255,DK161255-{N},1
,DK161242,Alias,DK161242,DK161242-{N},1
,DK161245,Alias,DK161245,DK161245-{N},1
,DK161228,Alias,DK161228,DK161228-{N},1
,JC141035,Alias,JC141035,JC141035-{N},1
,JC141036,Alias,JC141036,JC141036-{N},1
,JP233012,Alias,JP233012,JP233012-{N},1
,PD233022,Alias,PD233022,PD233022-{N},1
,JL233006,Alias,JL233006,JL233006-{N},1
,JP233041,Alias,JP233041,JP233041-{N},1
,STDH161398,Alias,STDH161398,STDH161398-{N},1
,DH161371,Alias,DH161371,DH161371-{N},1
,JP233042,Alias,JP233042,JP233042-{N},1
,STDH161399,Alias,STDH161399,STDH161399-{N},1
,JP233003,Alias,JP233003,JP233003-{N},1
,JP233007,Alias,JP233007,JP233007-{N},1
,GF161175,Alias,GF161175,GF161175-{N},1
,GF161178,Alias,GF161178,GF161178-{N},1
,PA233226,Alias,PA233226,PA233226-{N},1
,JL233005,Alias,JL233005,JL233005-{N},1
,JH233015,Alias,JH233015,JH233015-{N},1
,DM161152,Alias,DM161152,DM161152-{N},1
,JD233168,Alias,JD233168,JD233168-{N},1
,JD233188,Alias,JD233188,JD233188-{N},1
,JH233025,Alias,JH233025,JH233025-{N},1
,JH233016,Alias,JH233016,JH233016-{N},1
,DM161153,Alias,DM161153,DM161153-{N},1
,JD233169,Alias,JD233169,JD233169-{N},1
,JL233250,Alias,JL233250,JL233250-{N},1
,JD233189,Alias,JD233189,JD233189-{N},1
,JL233264,Alias,JL233264,JL233264-{N},1
,JH233026,Alias,JH233026,JH233026-{N},1
,JY233123,Alias,JY233123,JY233123-{N},1
,JY233124,Alias,JY233124,JY233124-{N},1
,JY233159,Alias,JY233159,JY233159-{N},1
,DH010219,Alias,DH010219,DH010219-{N},1
,JY233160,Alias,JY233160,JY233160-{N},1
,DH010220,Alias,DH010220,DH010220-{N},1
,JZ233275,Alias,JZ233275,JZ233275-{N},1
,JD233150,Alias,JD233150,JD233150-{N},1
,JL233316,Alias,JL233316,JL233316-{N},1
,JL233314,Alias,JL233314,JL233314-{N},1
,JF233118,Alias,JF233118,JF233118-{N},1
,JP233010,Alias,JP233010,JP233010-{N},1
,JH233028,Alias,JH233028,JH233028-{N},1
,PA233283,Alias,PA233283,PA233283-{N},1
,PA233085,Alias,PA233085,PA233085-{N},1
,JZ233086,Alias,JZ233086,JZ233086-{N},1
,PA233126,Alias,PA233126,PA233126-{N},1
,JZ233070,Alias,JZ233070,JZ233070-{N},1
,JZ233308,Alias,JZ233308,JZ233308-{N},1
,PA233139,Alias,PA233139,PA233139-{N},1
,PA233142,Alias,PA233142,PA233142-{N},1
,STDZ1005,Alias,STDZ1005,STDZ1005-{N},1
,JP233096,Alias,JP233096,JP233096-{N},1
,DM141042,Alias,DM141042,DM141042-{N},1
,DM141040,Alias,DM141040,DM141040-{N},1
,STJK0009,Alias,STJK0009,STJK0009-{N},1
,STJK0015,Alias,STJK0015,STJK0015-{N},1
,JP233098,Alias,JP233098,JP233098-{N},1
,DM141038,Alias,DM141038,DM141038-{N},1
,JP233100,Alias,JP233100,JP233100-{N},1
,STDD1030,Alias,STDD1030,STDD1030-{N},1
,STDF1037,Alias,STDF1037,STDF1037-{N},1
,STDU1000,Alias,STDU1000,STDU1000-{N},1
,JY233131,Alias,JY233131,JY233131-{N},1
,JU233066,Alias,JU233066,JU233066-{N},1
,JY233127,Alias,JY233127,JY233127-{N},1
,JY233128,Alias,JY233128,JY233128-{N},1
,STDZ1006,Alias,STDZ1006,STDZ1006-{N},1
,JP233097,Alias,JP233097,JP233097-{N},1
,DM141043,Alias,DM141043,DM141043-{N},1
,DM141041,Alias,DM141041,DM141041-{N},1
,STJK0010,Alias,STJK0010,STJK0010-{N},1
,STJK0016,Alias,STJK0016,STJK0016-{N},1
,JP233099,Alias,JP233099,JP233099-{N},1
,DM141039,Alias,DM141039,DM141039-{N},1
,JP233101,Alias,JP233101,JP233101-{N},1
,DD141223,Alias,DD141223,DD141223-{N},1
,STDD1031,Alias,STDD1031,STDD1031-{N},1
,STDF1038,Alias,STDF1038,STDF1038-{N},1
,STDU1001,Alias,STDU1001,STDU1001-{N},1
,DH010185,Alias,DH010185,DH010185-{N},1
,JP233025,Alias,JP233025,JP233025-{N},1
,DH010201,Alias,DH010201,DH010201-{N},1
,DH010186,Alias,DH010186,DH010186-{N},1
,JP233026,Alias,JP233026,JP233026-{N},1
,DH010202,Alias,DH010202,DH010202-{N},1
,DH010108,Alias,DH010108,DH010108-{N},1
,DH010109,Alias,DH010109,DH010109-{N},1
,JY233129,Alias,JY233129,JY233129-{N},1
,JY233163,Alias,JY233163,JY233163-{N},1
,JY233130,Alias,JY233130,JY233130-{N},1
,JY233164,Alias,JY233164,JY233164-{N},1
,DU141104,Alias,DU141104,DU141104-{N},1
,DU141105,Alias,DU141105,DU141105-{N},1
,JL541222,Alias,JL541222,JL541222-{N},1
,JY233093,Alias,JY233093,JY233093-{N},1
,JY233094,Alias,JY233094,JY233094-{N},1
,JH233059,Alias,JH233059,JH233059-{N},1
,DK010244,Alias,DK010244,DK010244-{N},1
,DK010272,Alias,DK010272,DK010272-{N},1
,DH010120,Alias,DH010120,DH010120-{N},1
,DH010121,Alias,DH010121,DH010121-{N},1
,JL233298,Alias,JL233298,JL233298-{N},1
,JL233255,Alias,JL233255,JL233255-{N},1
,JL233269,Alias,JL233269,JL233269-{N},1
,JL233310,Alias,JL233310,JL233310-{N},1
,JL233299,Alias,JL233299,JL233299-{N},1
,JL233256,Alias,JL233256,JL233256-{N},1
,JL233270,Alias,JL233270,JL233270-{N},1
,JL233311,Alias,JL233311,JL233311-{N},1
,STJL233311,Alias,STJL233311,STJL233311-{N},1
,DH010413,Alias,DH010413,DH010413-{N},1
,DH010142,Alias,DH010142,DH010142-{N},1
,DH010397,Alias,DH010397,DH010397-{N},1
,DH010167,Alias,DH010167,DH010167-{N},1
,DH010209,Alias,DH010209,DH010209-{N},1
,DH010143,Alias,DH010143,DH010143-{N},1
,DH010168,Alias,DH010168,DH010168-{N},1
,DH010210,Alias,DH010210,DH010210-{N},1
,PD233030,Alias,PD233030,PD233030-{N},1
,PD233031,Alias,PD233031,PD233031-{N},1
,JP233035,Alias,JP233035,JP233035-{N},1
,JP233036,Alias,JP233036,JP233036-{N},1
,JH233020,Alias,JH233020,JH233020-{N},1
,AN101323,Alias,AN101323,AN101323-{N},1
,JK402406,Alias,JK402406,JK402406-{N},1
,DH121048,Alias,DH121048,DH121048-{N},1
,JE581213,Alias,JE581213,JE581213-{N},1
,DJ191035,Alias,DJ191035,DJ191035-{N},1
,DE191028,Alias,DE191028,DE191028-{N},1
,24121318,Alias,24121318,24121318-{N},1
,DK151072,Alias,DK151072,DK151072-{N},1
,24121297,Alias,24121297,24121297-{N},1
,24121307,Alias,24121307,24121307-{N},1
,DI3W026,Alias,DI3W026,DI3W026-{N},1
,AA131014,Alias,AA131014,AA131014-{N},1
,AE131010,Alias,AE131010,AE131010-{N},1
,AA131002,Alias,AA131002,AA131002-{N},1
,AN101336,Alias,AN101336,AN101336-{N},1
,AN101354,Alias,AN101354,AN101354-{N},1
,AA111107,Alias,AA111107,AA111107-{N},1
,JB402407,Alias,JB402407,JB402407-{N},1
,JG402401,Alias,JG402401,JG402401-{N},1
,BF401430,Alias,BF401430,BF401430-{N},1
,BF401443,Alias,BF401443,BF401443-{N},1
,AA101076,Alias,AA101076,AA101076-{N},1
,BF541039,Alias,BF541039,BF541039-{N},1
,AA131017,Alias,AA131017,AA131017-{N},1
,DS101263,Alias,DS101263,DS101263-{N},1
,DF201181,Alias,DF201181,DF201181-{N},1
,DF201043,Alias,DF201043,DF201043-{N},1
,DF201044,Alias,DF201044,DF201044-{N},1
,DF201045,Alias,DF201045,DF201045-{N},1
,DF201046,Alias,DF201046,DF201046-{N},1
,DP151012,Alias,DP151012,DP151012-{N},1
,24121324,Alias,24121324,24121324-{N},1
,DJ151065,Alias,DJ151065,DJ151065-{N},1
,DE151013,Alias,DE151013,DE151013-{N},1
,DG151102,Alias,DG151102,DG151102-{N},1
,DT131802,Alias,DT131802,DT131802-{N},1
,JL131218,Alias,JL131218,JL131218-{N},1
,JP131818,Alias,JP131818,JP131818-{N},1
,JP131817,Alias,JP131817,JP131817-{N},1
,DK101566,Alias,DK101566,DK101566-{N},1
,BA133022,Alias,BA133022,BA133022-{N},1
,DK101568,Alias,DK101568,DK101568-{N},1
,JW131806,Alias,JW131806,JW131806-{N},1
,JZ131818,Alias,JZ131818,JZ131818-{N},1
,JD131810,Alias,JD131810,JD131810-{N},1
,JH131885,Alias,JH131885,JH131885-{N},1
,PD131834,Alias,PD131834,PD131834-{N},1
,JD131816,Alias,JD131816,JD131816-{N},1
,PD131815,Alias,PD131815,PD131815-{N},1
,DK010005,Alias,DK010005,DK010005-{N},1
,DJ010025,Alias,DJ010025,DJ010025-{N},1
,JZ131817,Alias,JZ131817,JZ131817-{N},1
,DK101567,Alias,DK101567,DK101567-{N},1
,JG551455,Alias,JG551455,JG551455-{N},1
,22151086,Alias,22151086,22151086-{N},1
,JF131861,Alias,JF131861,JF131861-{N},1
,JL131005,Alias,JL131005,JL131005-{N},1
,JH131822,Alias,JH131822,JH131822-{N},1
,DH151081,Alias,DH151081,DH151081-{N},1
,DK151096,Alias,DK151096,DK151096-{N},1
,PD131804,Alias,PD131804,PD131804-{N},1
,DK151027,Alias,DK151027,DK151027-{N},1
,JF131817,Alias,JF131817,JF131817-{N},1
,JF131800,Alias,JF131800,JF131800-{N},1
,22151081,Alias,22151081,22151081-{N},1
,DI3W024,Alias,DI3W024,DI3W024-{N},1
,PD131803,Alias,PD131803,PD131803-{N},1
,36DH4174,Alias,36DH4174,36DH4174-{N},1
,DK151024,Alias,DK151024,DK151024-{N},1
,JG131809,Alias,JG131809,JG131809-{N},1
,JL131930,Alias,JL131930,JL131930-{N},1
,PD131835,Alias,PD131835,PD131835-{N},1
,PD551419,Alias,PD551419,PD551419-{N},1
,24171082,Alias,24171082,24171082-{N},1
,AL151005,Alias,AL151005,AL151005-{N},1
,AA171007,Alias,AA171007,AA171007-{N},1
,AA171008,Alias,AA171008,AA171008-{N},1
,DI3W048,Alias,DI3W048,DI3W048-{N},1
,39236615,Alias,39236615,39236615-{N},1
,39165115,Alias,39165115,39165115-{N},1
,JG601005,Alias,JG601005,JG601005-{N},1
,AB201088,Alias,AB201088,AB201088-{N},1
,BF186058,Alias,BF186058,BF186058-{N},1
,39096315,Alias,39096315,39096315-{N},1
,39227515,Alias,39227515,39227515-{N},1
,39264715,Alias,39264715,39264715-{N},1
,JK122007,Alias,JK122007,JK122007-{N},1
,JB122009,Alias,JB122009,JB122009-{N},1
,BF241198,Alias,BF241198,BF241198-{N},1
,AA231117,Alias,AA231117,AA231117-{N},1
,AF231073,Alias,AF231073,AF231073-{N},1
,52240485,Alias,52240485,52240485-{N},1
,BF243049,Alias,BF243049,BF243049-{N},1
,BF243050,Alias,BF243050,BF243050-{N},1
,DI3W063,Alias,DI3W063,DI3W063-{N},1
,52AA0501,Alias,52AA0501,52AA0501-{N},1
,52240664,Alias,52240664,52240664-{N},1
,BF243051,Alias,BF243051,BF243051-{N},1
,BF243052,Alias,BF243052,BF243052-{N},1
,52BA0283,Alias,52BA0283,52BA0283-{N},1
,BF182619,Alias,BF182619,BF182619-{N},1
,BF242044,Alias,BF242044,BF242044-{N},1
,52210043,Alias,52210043,52210043-{N},1
,BF182419,Alias,BF182419,BF182419-{N},1
,BF182403,Alias,BF182403,BF182403-{N},1
,AA101168,Alias,AA101168,AA101168-{N},1
,39218006,Alias,39218006,39218006-{N},1
,39042606,Alias,39042606,39042606-{N},1
,DI3W001,Alias,DI3W001,DI3W001-{N},1
,JW171026,Alias,JW171026,JW171026-{N},1
,JA581314,Alias,JA581314,JA581314-{N},1
,DT171061,Alias,DT171061,DT171061-{N},1
,DS121117,Alias,DS121117,DS121117-{N},1
,JZ581012,Alias,JZ581012,JZ581012-{N},1
,AA111083,Alias,AA111083,AA111083-{N},1
,JA621406,Alias,JA621406,JA621406-{N},1
,JG141001,Alias,JG141001,JG141001-{N},1
,JD141001,Alias,JD141001,JD141001-{N},1
,DX151081,Alias,DX151081,DX151081-{N},1
,JB141001,Alias,JB141001,JB141001-{N},1
,JN141002,Alias,JN141002,JN141002-{N},1
,06190310,Alias,06190310,06190310-{N},1
,DI3W061,Alias,DI3W061,DI3W061-{N},1
,DI3W054,Alias,DI3W054,DI3W054-{N},1
,24101203,Alias,24101203,24101203-{N},1
,AE101015,Alias,AE101015,AE101015-{N},1
,BF191175,Alias,BF191175,BF191175-{N},1
,35101173,Alias,35101173,35101173-{N},1
,04101027,Alias,04101027,04101027-{N},1
,22151106,Alias,22151106,22151106-{N},1
,GF151001,Alias,GF151001,GF151001-{N},1
,GF151004,Alias,GF151004,GF151004-{N},1
,DG151003,Alias,DG151003,DG151003-{N},1
,DG151084,Alias,DG151084,DG151084-{N},1
,GH151008,Alias,GH151008,GH151008-{N},1
,PF561000,Alias,PF561000,PF561000-{N},1
,DK101157,Alias,DK101157,DK101157-{N},1
,DK101382,Alias,DK101382,DK101382-{N},1
,31101168,Alias,31101168,31101168-{N},1
,DU101081,Alias,DU101081,DU101081-{N},1
,FA101028,Alias,FA101028,FA101028-{N},1
,DK101362,Alias,DK101362,DK101362-{N},1
,DJ151030,Alias,DJ151030,DJ151030-{N},1
,BF131704,Alias,BF131704,BF131704-{N},1
,JD561001,Alias,JD561001,JD561001-{N},1
,JZ561000,Alias,JZ561000,JZ561000-{N},1
,JE561003,Alias,JE561003,JE561003-{N},1
,JE561001,Alias,JE561001,JE561001-{N},1
,JE561006,Alias,JE561006,JE561006-{N},1
,JW561000,Alias,JW561000,JW561000-{N},1
,PA561000,Alias,PA561000,PA561000-{N},1
,JA561000,Alias,JA561000,JA561000-{N},1
,JG561011,Alias,JG561011,JG561011-{N},1
,DD151024,Alias,DD151024,DD151024-{N},1
,DF151003,Alias,DF151003,DF151003-{N},1
,JA131603,Alias,JA131603,JA131603-{N},1
,JY561001,Alias,JY561001,JY561001-{N},1
,DU151009,Alias,DU151009,DU151009-{N},1
,DS151067,Alias,DS151067,DS151067-{N},1
,DS101078,Alias,DS101078,DS101078-{N},1
,DD151051,Alias,DD151051,DD151051-{N},1
,56DT084X,Alias,56DT084X,56DT084X-{N},1
,56DT074X,Alias,56DT074X,56DT074X-{N},1
,56DT656T,Alias,56DT656T,56DT656T-{N},1
,56DT056T,Alias,56DT056T,56DT056T-{N},1
,56DT116T,Alias,56DT116T,56DT116T-{N},1
,56DT11X3,Alias,56DT11X3,56DT11X3-{N},1
,56DT114R,Alias,56DT114R,56DT114R-{N},1
,56DT106T,Alias,56DT106T,56DT106T-{N},1
